blockerType,legacyPath,legacyStatus,auditClassification,cutoverDecision,targetPath,confidence,title,notes
tag_archive,/tag/community/,200,preserve_or_map,manual_review,/search?tag=community,low,Community | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/computer-misuse-and-cybercrimes-act/,200,preserve_or_map,manual_review,/search?tag=computer-misuse-and-cybercrimes-act,low,Computer Misuse and Cybercrimes Act | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/congo-man/,200,preserve_or_map,manual_review,/search?tag=congo-man,low,Congo Man | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/conspiracy-theories/,200,preserve_or_map,manual_review,/search?tag=conspiracy-theories,low,Conspiracy Theories | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/convention-on-the-rights-of-persons-with-disabilities/,200,preserve_or_map,manual_review,/search?tag=convention-on-the-rights-of-persons-with-disabilities,low,Convention on the Rights of Persons with Disabilities | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/convergent-evolution/,200,preserve_or_map,manual_review,/search?tag=convergent-evolution,low,Convergent Evolution | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/cordoban/,200,preserve_or_map,manual_review,/search?tag=cordoban,low,Cordoban | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/coster-ojwang/,200,preserve_or_map,manual_review,/search?tag=coster-ojwang,low,Coster Ojwang | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/covid-19/,200,preserve_or_map,manual_review,/search?tag=covid-19,low,Covid-19 | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/creative-industry/,200,preserve_or_map,manual_review,/search?tag=creative-industry,low,Creative Industry | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/creativity/,200,preserve_or_map,manual_review,/search?tag=creativity,low,Creativity | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/crime-and-justice/,200,preserve_or_map,manual_review,/search?tag=crime-and-justice,low,Crime and Justice | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/crpd/,200,preserve_or_map,manual_review,/search?tag=crpd,low,CRPD | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/cryptocurrencies/,200,preserve_or_map,manual_review,/search?tag=cryptocurrencies,low,Cryptocurrencies | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/cultural-identity/,200,preserve_or_map,manual_review,/search?tag=cultural-identity,low,Cultural Identity | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/culture/,200,preserve_or_map,manual_review,/search?tag=culture,low,Culture | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/customer/,200,preserve_or_map,manual_review,/search?tag=customer,low,Customer | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/cyrus-kabiru/,200,preserve_or_map,manual_review,/search?tag=cyrus-kabiru,low,Cyrus Kabiru | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/czars/,200,preserve_or_map,manual_review,/search?tag=czars,low,Czars | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/daddo/,200,preserve_or_map,manual_review,/search?tag=daddo,low,Daddo | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dakar-biennale/,200,preserve_or_map,manual_review,/search?tag=dakar-biennale,low,Dakar Biennale | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dance/,200,preserve_or_map,manual_review,/search?tag=dance,low,Dance | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/daniel-muli/,200,preserve_or_map,manual_review,/search?tag=daniel-muli,low,Daniel Muli | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/davaji/,200,preserve_or_map,manual_review,/search?tag=davaji,low,Davaji | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/david-tosh-gitonga/,200,preserve_or_map,manual_review,/search?tag=david-tosh-gitonga,low,David &#039;Tosh&#039; Gitonga | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dela/,200,preserve_or_map,manual_review,/search?tag=dela,low,Dela | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/della/,200,preserve_or_map,manual_review,/search?tag=della,low,Della | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/democracy/,200,preserve_or_map,manual_review,/search?tag=democracy,low,Democracy | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dennis-kooker/,200,preserve_or_map,manual_review,/search?tag=dennis-kooker,low,Dennis Kooker | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dennis-mugaa/,200,preserve_or_map,manual_review,/search?tag=dennis-mugaa,low,Dennis Mugaa | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dennis-ombachi/,200,preserve_or_map,manual_review,/search?tag=dennis-ombachi,low,Dennis Ombachi | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/derek-debru/,200,preserve_or_map,manual_review,/search?tag=derek-debru,low,Derek Debru | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/derkman-ftg/,200,preserve_or_map,manual_review,/search?tag=derkman-ftg,low,DERKMAN FTG | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/design-thinking/,200,preserve_or_map,manual_review,/search?tag=design-thinking,low,Design Thinking | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/design/,200,preserve_or_map,manual_review,/search?tag=design,low,Design | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dickens-otieno/,200,preserve_or_map,manual_review,/search?tag=dickens-otieno,low,Dickens Otieno | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/diet/,200,preserve_or_map,manual_review,/search?tag=diet,low,Diet | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/digital-art/,200,preserve_or_map,manual_review,/search?tag=digital-art,low,Digital Art | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/digital-transformation/,200,preserve_or_map,manual_review,/search?tag=digital-transformation,low,Digital Transformation | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dillie/,200,preserve_or_map,manual_review,/search?tag=dillie,low,Dillie | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dinga-ya-wife/,200,preserve_or_map,manual_review,/search?tag=dinga-ya-wife,low,Dinga ya Wife | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/disabled/,200,preserve_or_map,manual_review,/search?tag=disabled,low,Disabled | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/disco-matanga/,200,preserve_or_map,manual_review,/search?tag=disco-matanga,low,Disco Matanga | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/disney/,200,preserve_or_map,manual_review,/search?tag=disney,low,Disney | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dj-fredy-muks/,200,preserve_or_map,manual_review,/search?tag=dj-fredy-muks,low,DJ FREDY MUKS | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dj-joe-mfalme/,200,preserve_or_map,manual_review,/search?tag=dj-joe-mfalme,low,DJ Joe Mfalme | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dj-katta/,200,preserve_or_map,manual_review,/search?tag=dj-katta,low,DJ Katta | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dj-mura/,200,preserve_or_map,manual_review,/search?tag=dj-mura,low,DJ Mura | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dj-nephas/,200,preserve_or_map,manual_review,/search?tag=dj-nephas,low,DJ Nephas | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dj-skyrock/,200,preserve_or_map,manual_review,/search?tag=dj-skyrock,low,DJ Skyrock | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/doek-literary-magazine/,200,preserve_or_map,manual_review,/search?tag=doek-literary-magazine,low,Doek Literary Magazine | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/domani-munga/,200,preserve_or_map,manual_review,/search?tag=domani-munga,low,Domani Munga | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dorphan/,200,preserve_or_map,manual_review,/search?tag=dorphan,low,Dorphan | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dorphanage/,200,preserve_or_map,manual_review,/search?tag=dorphanage,low,Dorphanage | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/drama-festivals/,200,preserve_or_map,manual_review,/search?tag=drama-festivals,low,Drama Festivals | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/drc/,200,preserve_or_map,manual_review,/search?tag=drc,low,DRC | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/drill-music/,200,preserve_or_map,manual_review,/search?tag=drill-music,low,Drill Music | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dust/,200,preserve_or_map,manual_review,/search?tag=dust,low,Dust | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dyana-cods/,200,preserve_or_map,manual_review,/search?tag=dyana-cods,low,Dyana Cods | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/dylan-s/,200,preserve_or_map,manual_review,/search?tag=dylan-s,low,Dylan-S | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/east-african-community/,200,preserve_or_map,manual_review,/search?tag=east-african-community,low,East African Community | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/echo254/,200,preserve_or_map,manual_review,/search?tag=echo254,low,Echo254 | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/echoes-of-war/,200,preserve_or_map,manual_review,/search?tag=echoes-of-war,low,Echoes of War | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/eddie-butita/,200,preserve_or_map,manual_review,/search?tag=eddie-butita,low,Eddie Butita | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/edi-gathegi/,200,preserve_or_map,manual_review,/search?tag=edi-gathegi,low,Edi Gathegi | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/education/,200,preserve_or_map,manual_review,/search?tag=education,low,Education | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/egeme/,200,preserve_or_map,manual_review,/search?tag=egeme,low,Egeme | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/el-chi/,200,preserve_or_map,manual_review,/search?tag=el-chi,low,El Chi | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/elections/,200,preserve_or_map,manual_review,/search?tag=elections,low,Elections | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/electronic-dance-music/,200,preserve_or_map,manual_review,/search?tag=electronic-dance-music,low,Electronic Dance Music | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/elias-mutani/,200,preserve_or_map,manual_review,/search?tag=elias-mutani,low,Elias Mutani | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/eliud-kipchoge/,200,preserve_or_map,manual_review,/search?tag=eliud-kipchoge,low,Eliud Kipchoge | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/elsa/,200,preserve_or_map,manual_review,/search?tag=elsa,low,Elsa | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/elsaphan-njora/,200,preserve_or_map,manual_review,/search?tag=elsaphan-njora,low,Elsaphan Njora | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/elsy-wameyo/,200,preserve_or_map,manual_review,/search?tag=elsy-wameyo,low,Elsy Wameyo | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/elvis-ounyo/,200,preserve_or_map,manual_review,/search?tag=elvis-ounyo,low,Elvis Ounyo | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/emma-cheruto/,200,preserve_or_map,manual_review,/search?tag=emma-cheruto,low,Emma Cheruto | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/emmie-muthiga/,200,preserve_or_map,manual_review,/search?tag=emmie-muthiga,low,Emmie Muthiga | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/emmy-kosgei/,200,preserve_or_map,manual_review,/search?tag=emmy-kosgei,low,Emmy Kosgei | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/employment/,200,preserve_or_map,manual_review,/search?tag=employment,low,Employment | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/empowerment/,200,preserve_or_map,manual_review,/search?tag=empowerment,low,Empowerment | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/enjoy/,200,preserve_or_map,manual_review,/search?tag=enjoy,low,Enjoy | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/entertainment/,200,preserve_or_map,manual_review,/search?tag=entertainment,low,Entertainment | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/eric-rugara/,200,preserve_or_map,manual_review,/search?tag=eric-rugara,low,Eric Rugara | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/eric-wainaina/,200,preserve_or_map,manual_review,/search?tag=eric-wainaina,low,Eric Wainaina | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/esen/,200,preserve_or_map,manual_review,/search?tag=esen,low,Esen | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/ethan-muziki/,200,preserve_or_map,manual_review,/search?tag=ethan-muziki,low,Ethan Muziki | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/ethereum/,200,preserve_or_map,manual_review,/search?tag=ethereum,low,Ethereum | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/ethic/,200,preserve_or_map,manual_review,/search?tag=ethic,low,Ethic | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/euggy/,200,preserve_or_map,manual_review,/search?tag=euggy,low,Euggy | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/evolution/,200,preserve_or_map,manual_review,/search?tag=evolution,low,Evolution | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/exray-taniua/,200,preserve_or_map,manual_review,/search?tag=exray-taniua,low,Exray Taniua | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/exray/,200,preserve_or_map,manual_review,/search?tag=exray,low,ExRay | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/fadhilee-itulya/,200,preserve_or_map,manual_review,/search?tag=fadhilee-itulya,low,Fadhilee Itulya | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/faith-kipyegon/,200,preserve_or_map,manual_review,/search?tag=faith-kipyegon,low,Faith Kipyegon | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/faiz-francis-ouma/,200,preserve_or_map,manual_review,/search?tag=faiz-francis-ouma,low,Faiz Francis Ouma | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/fancy-fingers/,200,preserve_or_map,manual_review,/search?tag=fancy-fingers,low,Fancy Fingers | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/fathermoh-and-ssaru/,200,preserve_or_map,manual_review,/search?tag=fathermoh-and-ssaru,low,Fathermoh and Ssaru | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/fathermoh/,200,preserve_or_map,manual_review,/search?tag=fathermoh,low,Fathermoh | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/fatoumata-diawara/,200,preserve_or_map,manual_review,/search?tag=fatoumata-diawara,low,Fatoumata Diawara | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/femi-one/,200,preserve_or_map,manual_review,/search?tag=femi-one,low,Femi One | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/fena-gitu/,200,preserve_or_map,manual_review,/search?tag=fena-gitu,low,Fena Gitu | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/film-production/,200,preserve_or_map,manual_review,/search?tag=film-production,low,Film Production | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/film/,200,preserve_or_map,manual_review,/search?tag=film,low,Film | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/flea-market/,200,preserve_or_map,manual_review,/search?tag=flea-market,low,Flea Market | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/flexfab/,200,preserve_or_map,manual_review,/search?tag=flexfab,low,FlexFab | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/flier/,200,preserve_or_map,manual_review,/search?tag=flier,low,Flier | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/flossin-mauwano/,200,preserve_or_map,manual_review,/search?tag=flossin-mauwano,low,Flossin Mauwano | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/folk-music/,200,preserve_or_map,manual_review,/search?tag=folk-music,low,Folk Music | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/food/,200,preserve_or_map,manual_review,/search?tag=food,low,Food | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/fort-jesus/,200,preserve_or_map,manual_review,/search?tag=fort-jesus,low,Fort Jesus | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/francis-d-imbuga/,200,preserve_or_map,manual_review,/search?tag=francis-d-imbuga,low,Francis D. Imbuga | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/francis-thompson/,200,preserve_or_map,manual_review,/search?tag=francis-thompson,low,Francis Thompson | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/fred-hirschy/,200,preserve_or_map,manual_review,/search?tag=fred-hirschy,low,Fred Hirschy | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/freddie-gibbs/,200,preserve_or_map,manual_review,/search?tag=freddie-gibbs,low,Freddie Gibbs | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/freddie-wangombe/,200,preserve_or_map,manual_review,/search?tag=freddie-wangombe,low,Freddie Wang&#039;ombe | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/friendship/,200,preserve_or_map,manual_review,/search?tag=friendship,low,Friendship | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/fundamental-attribution-error/,200,preserve_or_map,manual_review,/search?tag=fundamental-attribution-error,low,Fundamental Attribution Error | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/geco-tribe-cafe/,200,preserve_or_map,manual_review,/search?tag=geco-tribe-cafe,low,Geco Tribe Café | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/gen-z/,200,preserve_or_map,manual_review,/search?tag=gen-z,low,Gen-Z | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/genes1s/,200,preserve_or_map,manual_review,/search?tag=genes1s,low,Genes1s | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/gengetone/,200,preserve_or_map,manual_review,/search?tag=gengetone,low,Gengetone | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/george-luchiri-wajackoyah/,200,preserve_or_map,manual_review,/search?tag=george-luchiri-wajackoyah,low,George Luchiri Wajackoyah | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/ghetto-pimps-crew/,200,preserve_or_map,manual_review,/search?tag=ghetto-pimps-crew,low,Ghetto Pimps Crew | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/gidi-gidi/,200,preserve_or_map,manual_review,/search?tag=gidi-gidi,low,Gidi Gidi | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/goethe-institut-nairobi/,200,preserve_or_map,manual_review,/search?tag=goethe-institut-nairobi,low,Goethe-Institut Nairobi | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/gondwana/,200,preserve_or_map,manual_review,/search?tag=gondwana,low,Gondwana | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/goodluck-gozbert/,200,preserve_or_map,manual_review,/search?tag=goodluck-gozbert,low,Goodluck Gozbert | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/gordon-moore/,200,preserve_or_map,manual_review,/search?tag=gordon-moore,low,Gordon Moore | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/grace-ogot/,200,preserve_or_map,manual_review,/search?tag=grace-ogot,low,Grace Ogot | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/graffiti-girls-kenya/,200,preserve_or_map,manual_review,/search?tag=graffiti-girls-kenya,low,Graffiti Girls Kenya | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/graffiti/,200,preserve_or_map,manual_review,/search?tag=graffiti,low,Graffiti | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/gray/,200,preserve_or_map,manual_review,/search?tag=gray,low,Gray | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/green-living/,200,preserve_or_map,manual_review,/search?tag=green-living,low,Green Living | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/green/,200,preserve_or_map,manual_review,/search?tag=green,low,Green | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/grief/,200,preserve_or_map,manual_review,/search?tag=grief,low,Grief | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/gta/,200,preserve_or_map,manual_review,/search?tag=gta,low,GTA | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
tag_archive,/tag/guapanessse/,200,preserve_or_map,manual_review,/search?tag=guapanessse,low,Guapanessse | WAKILISHA,"Legacy tag archive needs product decision: rebuild tag pages, redirect to search, or intentional 404."
